Epoch,Loss,X,Y,Z_pred,Z_true
40,2.16954,-0.9,0.8,0.326268,-0.92076
40,2.16954,-0.9,0.9,0.312375,-1.02076
40,2.16954,-0.9,1,0.296768,-1.12076
40,2.16954,-0.8,-1,0.59728,0.322369
40,2.16954,-0.8,-0.9,0.57308,0.222369
40,2.16954,-0.8,-0.8,0.54888,0.122369
40,2.16954,-0.8,-0.7,0.52468,0.0223689
40,2.16954,-0.8,-0.6,0.50048,-0.0776311
40,2.16954,-0.8,-0.5,0.49731,-0.177631
40,2.16954,-0.8,-0.4,0.501102,-0.277631
40,2.16954,-0.8,-0.3,0.490804,-0.377631
40,2.16954,-0.8,-0.2,0.47899,-0.477631
40,2.16954,-0.8,-0.1,0.467175,-0.577631
40,2.16954,-0.8,-1.38778e-16,0.45536,-0.677631
40,2.16954,-0.8,0.1,0.443546,-0.777631
40,2.16954,-0.8,0.2,0.431731,-0.877631
40,2.16954,-0.8,0.3,0.419917,-0.977631
40,2.16954,-0.8,0.4,0.408102,-1.07763
40,2.16954,-0.8,0.5,0.396287,-1.17763
40,2.16954,-0.8,0.6,0.384473,-1.27763
40,2.16954,-0.8,0.7,0.372658,-1.37763
40,2.16954,-0.8,0.8,0.35934,-1.47763
40,2.16954,-0.8,0.9,0.343733,-1.57763
40,2.16954,-0.8,1,0.328126,-1.67763
40,2.16954,-0.7,-1,0.605718,-0.119344
40,2.16954,-0.7,-0.9,0.581518,-0.219344
40,2.16954,-0.7,-0.8,0.557318,-0.319344
40,2.16954,-0.7,-0.7,0.533118,-0.419344
40,2.16954,-0.7,-0.6,0.508918,-0.519344
40,2.16954,-0.7,-0.5,0.500526,-0.619344
40,2.16954,-0.7,-0.4,0.504319,-0.719344
40,2.16954,-0.7,-0.3,0.508111,-0.819344
40,2.16954,-0.7,-0.2,0.511903,-0.919344
40,2.16954,-0.7,-0.1,0.50175,-1.01934
40,2.16954,-0.7,-1.38778e-16,0.489936,-1.11934
40,2.16954,-0.7,0.1,0.478121,-1.21934
40,2.16954,-0.7,0.2,0.466306,-1.31934
40,2.16954,-0.7,0.3,0.454492,-1.41934
40,2.16954,-0.7,0.4,0.442677,-1.51934
40,2.16954,-0.7,0.5,0.430863,-1.61934
40,2.16954,-0.7,0.6,0.419048,-1.71934
40,2.16954,-0.7,0.7,0.406305,-1.81934
40,2.16954,-0.7,0.8,0.390699,-1.91934
40,2.16954,-0.7,0.9,0.375092,-2.01934
40,2.16954,-0.7,1,0.359485,-2.11934
40,2.16954,-0.6,-1,0.614155,-0.402703
40,2.16954,-0.6,-0.9,0.589955,-0.502703
40,2.16954,-0.6,-0.8,0.565755,-0.602703
40,2.16954,-0.6,-0.7,0.541555,-0.702703
40,2.16954,-0.6,-0.6,0.517355,-0.802703
40,2.16954,-0.6,-0.5,0.503743,-0.902703
40,2.16954,-0.6,-0.4,0.507536,-1.0027
40,2.16954,-0.6,-0.3,0.511328,-1.1027
40,2.16954,-0.6,-0.2,0.51512,-1.2027
40,2.16954,-0.6,-0.1,0.518913,-1.3027
40,2.16954,-0.6,-1.38778e-16,0.522705,-1.4027
40,2.16954,-0.6,0.1,0.512696,-1.5027
40,2.16954,-0.6,0.2,0.500882,-1.6027
40,2.16954,-0.6,0.3,0.489067,-1.7027
40,2.16954,-0.6,0.4,0.477253,-1.8027
40,2.16954,-0.6,0.5,0.465438,-1.9027
40,2.16954,-0.6,0.6,0.453271,-2.0027
40,2.16954,-0.6,0.7,0.437664,-2.1027
40,2.16954,-0.6,0.8,0.422057,-2.2027
40,2.16954,-0.6,0.9,0.40645,-2.3027
40,2.16954,-0.6,1,0.390843,-2.4027
40,2.16954,-0.5,-1,0.622592,-0.499999
40,2.16954,-0.5,-0.9,0.598392,-0.599999
40,2.16954,-0.5,-0.8,0.574192,-0.699999
40,2.16954,-0.5,-0.7,0.549993,-0.799999
40,2.16954,-0.5,-0.6,0.525793,-0.899999
40,2.16954,-0.5,-0.5,0.50696,-0.999999
40,2.16954,-0.5,-0.4,0.510753,-1.1
40,2.16954,-0.5,-0.3,0.514545,-1.2
40,2.16954,-0.5,-0.2,0.518337,-1.3
40,2.16954,-0.5,-0.1,0.52213,-1.4
40,2.16954,-0.5,-1.38778e-16,0.525922,-1.5
40,2.16954,-0.5,0.1,0.529714,-1.6
40,2.16954,-0.5,0.2,0.533507,-1.7
40,2.16954,-0.5,0.3,0.523642,-1.8
40,2.16954,-0.5,0.4,0.511828,-1.9
40,2.16954,-0.5,0.5,0.500013,-2
40,2.16954,-0.5,0.6,0.484629,-2.1
40,2.16954,-0.5,0.7,0.469022,-2.2
40,2.16954,-0.5,0.8,0.453415,-2.3
40,2.16954,-0.5,0.9,0.437808,-2.4
40,2.16954,-0.5,1,0.422202,-2.5
40,2.16954,-0.4,-1,0.63103,-0.401719
40,2.16954,-0.4,-0.9,0.60683,-0.501719
40,2.16954,-0.4,-0.8,0.58263,-0.601719
40,2.16954,-0.4,-0.7,0.55843,-0.701719
40,2.16954,-0.4,-0.6,0.53423,-0.801719
40,2.16954,-0.4,-0.5,0.510177,-0.901719
40,2.16954,-0.4,-0.4,0.513969,-1.00172
40,2.16954,-0.4,-0.3,0.517762,-1.10172
40,2.16954,-0.4,-0.2,0.521554,-1.20172
40,2.16954,-0.4,-0.1,0.525346,-1.30172
40,2.16954,-0.4,-1.38778e-16,0.529139,-1.40172
40,2.16954,-0.4,0.1,0.532931,-1.50172
40,2.16954,-0.4,0.2,0.536723,-1.60172
40,2.16954,-0.4,0.3,0.540516,-1.70172
40,2.16954,-0.4,0.4,0.544308,-1.80172
40,2.16954,-0.4,0.5,0.531594,-1.90172
40,2.16954,-0.4,0.6,0.515988,-2.00172
40,2.16954,-0.4,0.7,0.500381,-2.10172
40,2.16954,-0.4,0.8,0.484774,-2.20172
40,2.16954,-0.4,0.9,0.469167,-2.30172
40,2.16954,-0.4,1,0.45356,-2.40172
40,2.16954,-0.3,-1,0.639467,-0.117472
40,2.16954,-0.3,-0.9,0.615267,-0.217472
40,2.16954,-0.3,-0.8,0.591067,-0.317472
40,2.16954,-0.3,-0.7,0.566867,-0.417472
40,2.16954,-0.3,-0.6,0.542667,-0.517472
40,2.16954,-0.3,-0.5,0.518467,-0.617472
40,2.16954,-0.3,-0.4,0.517186,-0.717472
40,2.16954,-0.3,-0.3,0.520979,-0.817472
40,2.16954,-0.3,-0.2,0.524771,-0.917472
40,2.16954,-0.3,-0.1,0.528563,-1.01747
40,2.16954,-0.3,-1.38778e-16,0.532356,-1.11747
40,2.16954,-0.3,0.1,0.536148,-1.21747
40,2.16954,-0.3,0.2,0.53994,-1.31747
40,2.16954,-0.3,0.3,0.543733,-1.41747
40,2.16954,-0.3,0.4,0.545106,-1.51747
40,2.16954,-0.3,0.5,0.545106,-1.61747
40,2.16954,-0.3,0.6,0.545106,-1.71747
40,2.16954,-0.3,0.7,0.531739,-1.81747
40,2.16954,-0.3,0.8,0.516132,-1.91747
40,2.16954,-0.3,0.9,0.500525,-2.01747
40,2.16954,-0.3,1,0.484918,-2.11747
40,2.16954,-0.2,-1,0.647905,0.324945
40,2.16954,-0.2,-0.9,0.623705,0.224945
40,2.16954,-0.2,-0.8,0.599505,0.124945
40,2.16954,-0.2,-0.7,0.575305,0.0249449
40,2.16954,-0.2,-0.6,0.551105,-0.0750551
40,2.16954,-0.2,-0.5,0.526905,-0.175055
40,2.16954,-0.2,-0.4,0.520403,-0.275055
40,2.16954,-0.2,-0.3,0.524196,-0.375055
40,2.16954,-0.2,-0.2,0.527988,-0.475055
40,2.16954,-0.2,-0.1,0.53178,-0.575055
40,2.16954,-0.2,-1.38778e-16,0.535573,-0.675055
40,2.16954,-0.2,0.1,0.539365,-0.775055
40,2.16954,-0.2,0.2,0.543157,-0.875055
40,2.16954,-0.2,0.3,0.545106,-0.975055
40,2.16954,-0.2,0.4,0.545106,-1.07506
40,2.16954,-0.2,0.5,0.545106,-1.17506
40,2.16954,-0.2,0.6,0.545106,-1.27506
40,2.16954,-0.2,0.7,0.545106,-1.37506
40,2.16954,-0.2,0.8,0.545106,-1.47506
40,2.16954,-0.2,0.9,0.531884,-1.57506
40,2.16954,-0.2,1,0.516277,-1.67506
40,2.16954,-0.1,-1,0.656342,0.882269
40,2.16954,-0.1,-0.9,0.632142,0.782269
40,2.16954,-0.1,-0.8,0.607942,0.682269
40,2.16954,-0.1,-0.7,0.583742,0.582269
40,2.16954,-0.1,-0.6,0.559542,0.482269
40,2.16954,-0.1,-0.5,0.535342,0.382269
40,2.16954,-0.1,-0.4,0.52362,0.282269
40,2.16954,-0.1,-0.3,0.527412,0.182269
40,2.16954,-0.1,-0.2,0.531205,0.082269
40,2.16954,-0.1,-0.1,0.534997,-0.017731
40,2.16954,-0.1,-1.38778e-16,0.538789,-0.117731
40,2.16954,-0.1,0.1,0.542582,-0.217731
40,2.16954,-0.1,0.2,0.545106,-0.317731
40,2.16954,-0.1,0.3,0.545106,-0.417731
40,2.16954,-0.1,0.4,0.545106,-0.517731
40,2.16954,-0.1,0.5,0.545106,-0.617731
40,2.16954,-0.1,0.6,0.545106,-0.717731
40,2.16954,-0.1,0.7,0.545106,-0.817731
40,2.16954,-0.1,0.8,0.545106,-0.917731
40,2.16954,-0.1,0.9,0.545106,-1.01773
40,2.16954,-0.1,1,0.545106,-1.11773
40,2.16954,-1.38778e-16,-1,0.664779,1.5
40,2.16954,-1.38778e-16,-0.9,0.640579,1.4
40,2.16954,-1.38778e-16,-0.8,0.616379,1.3
40,2.16954,-1.38778e-16,-0.7,0.592179,1.2
40,2.16954,-1.38778e-16,-0.6,0.56798,1.1
40,2.16954,-1.38778e-16,-0.5,0.54378,1
40,2.16954,-1.38778e-16,-0.4,0.526837,0.9
40,2.16954,-1.38778e-16,-0.3,0.530629,0.8
40,2.16954,-1.38778e-16,-0.2,0.534422,0.7
40,2.16954,-1.38778e-16,-0.1,0.538214,0.6
40,2.16954,-1.38778e-16,-1.38778e-16,0.542006,0.5
40,2.16954,-1.38778e-16,0.1,0.545106,0.4
40,2.16954,-1.38778e-16,0.2,0.545106,0.3
40,2.16954,-1.38778e-16,0.3,0.545106,0.2
40,2.16954,-1.38778e-16,0.4,0.545106,0.1
40,2.16954,-1.38778e-16,0.5,0.545106,-7.77156e-16
40,2.16954,-1.38778e-16,0.6,0.545106,-0.1
40,2.16954,-1.38778e-16,0.7,0.545106,-0.2
40,2.16954,-1.38778e-16,0.8,0.545106,-0.3
40,2.16954,-1.38778e-16,0.9,0.545106,-0.4
40,2.16954,-1.38778e-16,1,0.545106,-0.5
40,2.16954,0.1,-1,0.673217,2.11773
40,2.16954,0.1,-0.9,0.649017,2.01773
40,2.16954,0.1,-0.8,0.624817,1.91773
40,2.16954,0.1,-0.7,0.600617,1.81773
40,2.16954,0.1,-0.6,0.576417,1.71773
40,2.16954,0.1,-0.5,0.552217,1.61773
40,2.16954,0.1,-0.4,0.530054,1.51773
40,2.16954,0.1,-0.3,0.533846,1.41773
40,2.16954,0.1,-0.2,0.537639,1.31773
40,2.16954,0.1,-0.1,0.541431,1.21773
40,2.16954,0.1,-1.38778e-16,0.545106,1.11773
40,2.16954,0.1,0.1,0.545106,1.01773
40,2.16954,0.1,0.2,0.545106,0.917731
40,2.16954,0.1,0.3,0.545106,0.817731
40,2.16954,0.1,0.4,0.545106,0.717731
40,2.16954,0.1,0.5,0.545106,0.617731
40,2.16954,0.1,0.6,0.545106,0.517731
40,2.16954,0.1,0.7,0.545106,0.417731
40,2.16954,0.1,0.8,0.545106,0.317731
40,2.16954,0.1,0.9,0.545106,0.217731
40,2.16954,0.1,1,0.545106,0.117731
40,2.16954,0.2,-1,0.679934,2.67506
40,2.16954,0.2,-0.9,0.657454,2.57506
40,2.16954,0.2,-0.8,0.633254,2.47506
40,2.16954,0.2,-0.7,0.609054,2.37506
40,2.16954,0.2,-0.6,0.584854,2.27506
40,2.16954,0.2,-0.5,0.560654,2.17506
40,2.16954,0.2,-0.4,0.536454,2.07506
40,2.16954,0.2,-0.3,0.537063,1.97506
40,2.16954,0.2,-0.2,0.540855,1.87506
40,2.16954,0.2,-0.1,0.544648,1.77506
40,2.16954,0.2,-1.38778e-16,0.545106,1.67506
40,2.16954,0.2,0.1,0.545106,1.57506
40,2.16954,0.2,0.2,0.545106,1.47506
40,2.16954,0.2,0.3,0.545106,1.37506
40,2.16954,0.2,0.4,0.545106,1.27506
40,2.16954,0.2,0.5,0.545106,1.17506
40,2.16954,0.2,0.6,0.545106,1.07506
40,2.16954,0.2,0.7,0.545106,0.975055
40,2.16954,0.2,0.8,0.545106,0.875055
40,2.16954,0.2,0.9,0.545106,0.775055
40,2.16954,0.2,1,0.545106,0.675055
40,2.16954,0.3,-1,0.67514,3.11747
40,2.16954,0.3,-0.9,0.665892,3.01747
40,2.16954,0.3,-0.8,0.641692,2.91747
40,2.16954,0.3,-0.7,0.617492,2.81747
40,2.16954,0.3,-0.6,0.593292,2.71747
40,2.16954,0.3,-0.5,0.569092,2.61747
40,2.16954,0.3,-0.4,0.544892,2.51747
40,2.16954,0.3,-0.3,0.54028,2.41747
40,2.16954,0.3,-0.2,0.544072,2.31747
40,2.16954,0.3,-0.1,0.545106,2.21747
40,2.16954,0.3,-1.38778e-16,0.545106,2.11747
40,2.16954,0.3,0.1,0.545106,2.01747
40,2.16954,0.3,0.2,0.545106,1.91747
40,2.16954,0.3,0.3,0.545106,1.81747
40,2.16954,0.3,0.4,0.545106,1.71747
40,2.16954,0.3,0.5,0.545106,1.61747
40,2.16954,0.3,0.6,0.545106,1.51747
40,2.16954,0.3,0.7,0.545106,1.41747
40,2.16954,0.3,0.8,0.545106,1.31747
40,2.16954,0.3,0.9,0.545106,1.21747
40,2.16954,0.3,1,0.545106,1.11747
40,2.16954,0.4,-1,0.670345,3.40172
40,2.16954,0.4,-0.9,0.673185,3.30172
40,2.16954,0.4,-0.8,0.650129,3.20172
40,2.16954,0.4,-0.7,0.625929,3.10172
40,2.16954,0.4,-0.6,0.601729,3.00172
40,2.16954,0.4,-0.5,0.577529,2.90172
40,2.16954,0.4,-0.4,0.553329,2.80172
40,2.16954,0.4,-0.3,0.543497,2.70172
40,2.16954,0.4,-0.2,0.545106,2.60172
40,2.16954,0.4,-0.1,0.545106,2.50172
40,2.16954,0.4,-1.38778e-16,0.545106,2.40172
40,2.16954,0.4,0.1,0.545106,2.30172
40,2.16954,0.4,0.2,0.545106,2.20172
40,2.16954,0.4,0.3,0.545106,2.10172
40,2.16954,0.4,0.4,0.545106,2.00172
40,2.16954,0.4,0.5,0.545106,1.90172
40,2.16954,0.4,0.6,0.545106,1.80172
40,2.16954,0.4,0.7,0.545106,1.70172
40,2.16954,0.4,0.8,0.545106,1.60172
40,2.16954,0.4,0.9,0.545106,1.50172
40,2.16954,0.4,1,0.545106,1.40172
40,2.16954,0.5,-1,0.665551,3.5
40,2.16954,0.5,-0.9,0.668391,3.4
40,2.16954,0.5,-0.8,0.658566,3.3
40,2.16954,0.5,-0.7,0.634366,3.2
40,2.16954,0.5,-0.6,0.610166,3.1
40,2.16954,0.5,-0.5,0.585966,3
40,2.16954,0.5,-0.4,0.561767,2.9
40,2.16954,0.5,-0.3,0.545106,2.8
40,2.16954,0.5,-0.2,0.545106,2.7
40,2.16954,0.5,-0.1,0.545106,2.6
40,2.16954,0.5,-1.38778e-16,0.545106,2.5
40,2.16954,0.5,0.1,0.545106,2.4
40,2.16954,0.5,0.2,0.545106,2.3
40,2.16954,0.5,0.3,0.545106,2.2
40,2.16954,0.5,0.4,0.545106,2.1
40,2.16954,0.5,0.5,0.545106,2
40,2.16954,0.5,0.6,0.545106,1.9
40,2.16954,0.5,0.7,0.545106,1.8
40,2.16954,0.5,0.8,0.545106,1.7
40,2.16954,0.5,0.9,0.545106,1.6
40,2.16954,0.5,1,0.545106,1.5
40,2.16954,0.6,-1,0.660756,3.4027
40,2.16954,0.6,-0.9,0.663596,3.3027
40,2.16954,0.6,-0.8,0.666437,3.2027
40,2.16954,0.6,-0.7,0.642804,3.1027
40,2.16954,0.6,-0.6,0.618604,3.0027
40,2.16954,0.6,-0.5,0.594404,2.9027
40,2.16954,0.6,-0.4,0.569172,2.8027
40,2.16954,0.6,-0.3,0.545106,2.7027
40,2.16954,0.6,-0.2,0.545106,2.6027
40,2.16954,0.6,-0.1,0.545106,2.5027
40,2.16954,0.6,-1.38778e-16,0.545106,2.4027
40,2.16954,0.6,0.1,0.545106,2.3027
40,2.16954,0.6,0.2,0.545106,2.2027
40,2.16954,0.6,0.3,0.545106,2.1027
40,2.16954,0.6,0.4,0.545106,2.0027
40,2.16954,0.6,0.5,0.545106,1.9027
40,2.16954,0.6,0.6,0.545106,1.8027
40,2.16954,0.6,0.7,0.545106,1.7027
40,2.16954,0.6,0.8,0.545106,1.6027
40,2.16954,0.6,0.9,0.545106,1.5027
40,2.16954,0.6,1,0.545106,1.4027
40,2.16954,0.7,-1,0.655962,3.11934
40,2.16954,0.7,-0.9,0.658802,3.01934
40,2.16954,0.7,-0.8,0.661642,2.91934
40,2.16954,0.7,-0.7,0.651241,2.81934
40,2.16954,0.7,-0.6,0.627041,2.71934
40,2.16954,0.7,-0.5,0.602385,2.61934
40,2.16954,0.7,-0.4,0.574392,2.51934
40,2.16954,0.7,-0.3,0.5464,2.41934
40,2.16954,0.7,-0.2,0.545106,2.31934
40,2.16954,0.7,-0.1,0.545106,2.21934
40,2.16954,0.7,-1.38778e-16,0.545106,2.11934
40,2.16954,0.7,0.1,0.545106,2.01934
40,2.16954,0.7,0.2,0.545106,1.91934
40,2.16954,0.7,0.3,0.545106,1.81934
40,2.16954,0.7,0.4,0.545106,1.71934
40,2.16954,0.7,0.5,0.545106,1.61934
40,2.16954,0.7,0.6,0.545106,1.51934
40,2.16954,0.7,0.7,0.545106,1.41934
40,2.16954,0.7,0.8,0.545106,1.31934
40,2.16954,0.7,0.9,0.545106,1.21934
40,2.16954,0.7,1,0.545106,1.11934
40,2.16954,0.8,-1,0.651167,2.67763
40,2.16954,0.8,-0.9,0.654007,2.57763
40,2.16954,0.8,-0.8,0.656847,2.47763
40,2.16954,0.8,-0.7,0.659679,2.37763
40,2.16954,0.8,-0.6,0.635479,2.27763
40,2.16954,0.8,-0.5,0.607605,2.17763
40,2.16954,0.8,-0.4,0.579613,2.07763
40,2.16954,0.8,-0.3,0.551621,1.97763
40,2.16954,0.8,-0.2,0.545106,1.87763
40,2.16954,0.8,-0.1,0.545106,1.77763
40,2.16954,0.8,-1.38778e-16,0.545106,1.67763
40,2.16954,0.8,0.1,0.545106,1.57763
40,2.16954,0.8,0.2,0.545106,1.47763
40,2.16954,0.8,0.3,0.545106,1.37763
40,2.16954,0.8,0.4,0.545106,1.27763
40,2.16954,0.8,0.5,0.545106,1.17763
40,2.16954,0.8,0.6,0.545106,1.07763
40,2.16954,0.8,0.7,0.545106,0.977631
40,2.16954,0.8,0.8,0.545106,0.877631
40,2.16954,0.8,0.9,0.545106,0.777631
40,2.16954,0.8,1,0.545106,0.677631
40,2.16954,0.9,-1,0.644543,2.12076
40,2.16954,0.9,-0.9,0.648669,2.02076
40,2.16954,0.9,-0.8,0.652053,1.92076
40,2.16954,0.9,-0.7,0.654893,1.82076
40,2.16954,0.9,-0.6,0.640818,1.72076
40,2.16954,0.9,-0.5,0.612826,1.62076
40,2.16954,0.9,-0.4,0.584833,1.52076
40,2.16954,0.9,-0.3,0.556841,1.42076
40,2.16954,0.9,-0.2,0.545106,1.32076
40,2.16954,0.9,-0.1,0.545106,1.22076
40,2.16954,0.9,-1.38778e-16,0.545106,1.12076
40,2.16954,0.9,0.1,0.545106,1.02076
40,2.16954,0.9,0.2,0.545106,0.92076
40,2.16954,0.9,0.3,0.545106,0.82076
40,2.16954,0.9,0.4,0.545106,0.72076
40,2.16954,0.9,0.5,0.545106,0.62076
40,2.16954,0.9,0.6,0.545106,0.52076
40,2.16954,0.9,0.7,0.545106,0.42076
40,2.16954,0.9,0.8,0.545106,0.32076
40,2.16954,0.9,0.9,0.545106,0.22076
40,2.16954,0.9,1,0.545106,0.12076
40,2.16954,1,-1,0.637854,1.50319
40,2.16954,1,-0.9,0.64198,1.40319
40,2.16954,1,-0.8,0.646107,1.30319
40,2.16954,1,-0.7,0.65284,1.20319
40,2.16954,1,-0.6,0.646038,1.10319
40,2.16954,1,-0.5,0.618046,1.00319
40,2.16954,1,-0.4,0.590054,0.903185
40,2.16954,1,-0.3,0.562061,0.803185
40,2.16954,1,-0.2,0.545106,0.703185
40,2.16954,1,-0.1,0.545106,0.603185
40,2.16954,1,-1.38778e-16,0.545106,0.503185
40,2.16954,1,0.1,0.545106,0.403185
40,2.16954,1,0.2,0.545106,0.303185
40,2.16954,1,0.3,0.545106,0.203185
40,2.16954,1,0.4,0.545106,0.103185
40,2.16954,1,0.5,0.545106,0.00318531
40,2.16954,1,0.6,0.545106,-0.0968147
40,2.16954,1,0.7,0.545106,-0.196815
40,2.16954,1,0.8,0.545106,-0.296815
40,2.16954,1,0.9,0.545106,-0.396815
40,2.16954,1,1,0.545106,-0.496815
80,1.7604,-1,-1,0.429766,1.49681
80,1.7604,-1,-0.9,0.36217,1.39681
80,1.7604,-1,-0.8,0.285031,1.29681
80,1.7604,-1,-0.7,0.177859,1.19681
80,1.7604,-1,-0.6,0.0706867,1.09681
80,1.7604,-1,-0.5,0.00839964,0.996815
80,1.7604,-1,-0.4,-0.0304068,0.896815
80,1.7604,-1,-0.3,-0.0692132,0.796815
80,1.7604,-1,-0.2,-0.10802,0.696815
80,1.7604,-1,-0.1,-0.146826,0.596815
80,1.7604,-1,-1.38778e-16,-0.185632,0.496815
80,1.7604,-1,0.1,-0.224439,0.396815
80,1.7604,-1,0.2,-0.263245,0.296815
80,1.7604,-1,0.3,-0.302052,0.196815
80,1.7604,-1,0.4,-0.340858,0.0968147
80,1.7604,-1,0.5,-0.383857,-0.00318531
80,1.7604,-1,0.6,-0.432656,-0.103185
80,1.7604,-1,0.7,-0.481454,-0.203185
80,1.7604,-1,0.8,-0.530253,-0.303185
80,1.7604,-1,0.9,-0.579052,-0.403185
80,1.7604,-1,1,-0.62785,-0.503185
80,1.7604,-0.9,-1,0.608818,0.87924
80,1.7604,-0.9,-0.9,0.50632,0.77924
80,1.7604,-0.9,-0.8,0.399148,0.67924
80,1.7604,-0.9,-0.7,0.291975,0.57924
80,1.7604,-0.9,-0.6,0.184803,0.47924
80,1.7604,-0.9,-0.5,0.103822,0.37924
80,1.7604,-0.9,-0.4,0.0650158,0.27924
80,1.7604,-0.9,-0.3,0.0262094,0.17924
80,1.7604,-0.9,-0.2,-0.012597,0.0792402
80,1.7604,-0.9,-0.1,-0.0514034,-0.0207598
80,1.7604,-0.9,-1.38778e-16,-0.0902098,-0.12076
80,1.7604,-0.9,0.1,-0.129016,-0.22076
80,1.7604,-0.9,0.2,-0.167823,-0.32076
80,1.7604,-0.9,0.3,-0.206629,-0.42076
80,1.7604,-0.9,0.4,-0.245435,-0.52076
80,1.7604,-0.9,0.5,-0.284242,-0.62076
80,1.7604,-0.9,0.6,-0.323048,-0.72076
80,1.7604,-0.9,0.7,-0.361855,-0.82076
80,1.7604,-0.9,0.8,-0.400661,-0.92076
80,1.7604,-0.9,0.9,-0.439467,-1.02076
80,1.7604,-0.9,1,-0.478274,-1.12076
80,1.7604,-0.8,-1,0.661871,0.322369
80,1.7604,-0.8,-0.9,0.605554,0.222369
80,1.7604,-0.8,-0.8,0.513264,0.122369
80,1.7604,-0.8,-0.7,0.406092,0.0223689
80,1.7604,-0.8,-0.6,0.298919,-0.0776311
80,1.7604,-0.8,-0.5,0.199245,-0.177631
80,1.7604,-0.8,-0.4,0.160438,-0.277631
80,1.7604,-0.8,-0.3,0.121632,-0.377631
80,1.7604,-0.8,-0.2,0.0828256,-0.477631
80,1.7604,-0.8,-0.1,0.0440192,-0.577631
80,1.7604,-0.8,-1.38778e-16,0.00521282,-0.677631
80,1.7604,-0.8,0.1,-0.0335936,-0.777631
80,1.7604,-0.8,0.2,-0.0724,-0.877631
80,1.7604,-0.8,0.3,-0.111206,-0.977631
80,1.7604,-0.8,0.4,-0.150013,-1.07763
80,1.7604,-0.8,0.5,-0.188819,-1.17763
80,1.7604,-0.8,0.6,-0.227626,-1.27763
80,1.7604,-0.8,0.7,-0.266432,-1.37763
80,1.7604,-0.8,0.8,-0.305238,-1.47763
80,1.7604,-0.8,0.9,-0.344045,-1.57763
80,1.7604,-0.8,1,-0.382851,-1.67763
80,1.7604,-0.7,-1,0.69595,-0.119344
80,1.7604,-0.7,-0.9,0.639633,-0.219344
80,1.7604,-0.7,-0.8,0.583317,-0.319344
80,1.7604,-0.7,-0.7,0.520208,-0.419344
80,1.7604,-0.7,-0.6,0.413036,-0.519344
80,1.7604,-0.7,-0.5,0.305863,-0.619344
80,1.7604,-0.7,-0.4,0.255861,-0.719344
80,1.7604,-0.7,-0.3,0.217055,-0.819344
80,1.7604,-0.7,-0.2,0.178248,-0.919344
80,1.7604,-0.7,-0.1,0.139442,-1.01934
80,1.7604,-0.7,-1.38778e-16,0.100635,-1.11934
80,1.7604,-0.7,0.1,0.061829,-1.21934
80,1.7604,-0.7,0.2,0.0230226,-1.31934
80,1.7604,-0.7,0.3,-0.0157838,-1.41934
80,1.7604,-0.7,0.4,-0.0545902,-1.51934
80,1.7604,-0.7,0.5,-0.0933966,-1.61934
80,1.7604,-0.7,0.6,-0.132203,-1.71934
80,1.7604,-0.7,0.7,-0.171009,-1.81934
80,1.7604,-0.7,0.8,-0.209816,-1.91934
80,1.7604,-0.7,0.9,-0.248622,-2.01934
80,1.7604,-0.7,1,-0.287429,-2.11934
